en,zh,note_zh,user
accompany,v. 陪伴,"vt.陪伴；伴随...发生；补充；给 ... 伴奏<br>vi.伴奏<br><br><i>1</i>. She asked me to <em><em>accompany</em></em> her to the airport.<br>她要求我陪她到机场去。<br><i>2</i>. Lightning usually accompanies thunder.<br>闪电通常伴有雷声。<br><i>3</i>. The text is accompanied by illustration.<br>正文附有插图。<br><i>4</i>. The singer was accompanied on the piano by her sister.<br>女歌手由她姐姐钢琴伴奏。<br><i>5</i>. In the singer's eyes,she accompanied magnificently.<br>在那名歌手的眼里,她伴奏得精彩极了。<br>",yuhui
offer,v. 提供,"vt.提供；提出；（卖方）出价；贡献<br>vi.提议；出现；求婚<br>n.提议；出价<br><br><i>1</i>. We <em><em>offer</em></em> a free backup service to customers.<br>对顾客我们提供免费配套服务。<br><i>2</i>. Can you <em><em>offer</em></em> any evidence in support of what you have said?<br>你能提出证据来印证你讲的话吗？<br><i>3</i>. We <em><em>offer</em></em>ed 100,000 for the warehouse, but another company outbid us.<br>我们出价1000,000英镑购买这个库房,但另一家公司出价高于我们。<br><i>4</i>. China is a fascinating country. It has a lot to <em><em>offer</em></em> the world.<br>中国是个迷人的国家,她对世界的贡献是巨大的。<br><i>5</i>. He <em><em>offer</em></em>ed to pay $1,000 for the second-hand car.<br>他提议付1,000美元买那辆二手车。<br><i>6</i>. He will probably refuse the <em><em>offer</em></em>.<br>他很可能会拒绝这一提议。<br>",yuhui
truth,n. 真相,"n.事实；真理；真实；真相<br><br><i>1</i>. It is far from the <em><em>truth</em></em>.<br>这哪里是事实。<br><i>2</i>. The <em><em>truth</em></em> verified the allegations.<br>事实证明了这些说法。<br><i>3</i>. Practice is the sole criterion of <em><em>truth</em></em>.<br>实践是检验真理的唯一标准。<br><i>4</i>. In science, mistakes always precede the <em><em>truth</em></em>.<br>在科学的领域中，错误一定会出现在真理之前。<br>",yuhui
charming,adj 有魅力,"adj.迷人的<br><br><i>1</i>. Her colorful character makes her very <em><em>charming</em></em>.<br>她生动活泼的性格使她非常富有魅力。<br><i>2</i>. My husband was handsome, spontaneous and <em><em>charming</em></em> in his youth.<br>我丈夫年轻时英俊、诚挚、富有魅力。<br><i>3</i>. We didn't trust him at first, but his <em><em>charming</em></em> manner completely disarmed us.<br>我们开始时并不信任他，但他令人愉快的举止完全消除了我们的疑虑。<br>",yuhui
pillar,n. 柱子,n.柱子；支柱；核心(人物)<br>vt.用柱支持<br><br><i>1</i>. The robber tied him to a <em><em>pillar</em></em>.<br>强盗把他捆在柱子上。<br><i>2</i>. A creeper was entwined round the <em><em>pillar</em></em>.<br>一根攀缘植物缠绕在柱子上。<br><i>3</i>. The enemy was hurried from <em><em>pillar</em></em> to post.<br>敌人被赶得东逃西窜走投无路。<br><i>4</i>. The textile industry is a traditional <em><em>pillar</em></em> industry in China.<br>纺织工业是中国传统的支柱产业。<br>,yuhui
pillar,n. 柱子,,yuhui
nod his head,v. 點頭,<br><br>,yuhui
whisper,v. 耳語,"n.低语；窃窃私语；飒飒的声音<br>vi.低声说；窃窃私语；飒飒地响<br>vt.耳语；私语<br><br><i>1</i>. There is no word, no <em><em>whisper</em></em>, no cry.<br>这里没有消息，没有低语，没有呼唤。<br><i>2</i>. She said it in a <em><em>whisper</em></em>, so I didn't hear.<br>她是悄声说的，所以我没有听见。<br><i>3</i>. I heard the <em><em>whisper</em></em> of wind in the pines.<br>我听见风吹过松林间飒飒作响。<br><i>4</i>. The children were <em><em>whisper</em></em>ing in the corner.<br>孩子们正在角落里低声耳语。<br><i>5</i>. Fatso leaned over to <em><em>whisper</em></em> in her ear.<br>胖子欠身对她耳语几句。<br>",yuhui
crowded,adj. 多人,"adj.拥挤的<br><br><i>1</i>. Guests were <em><em>crowded</em></em> into the few remaining rooms.<br>把客人都挤在剩余的几个房间里了。<br><i>2</i>. The robbery occurred in broad daylight, in a <em><em>crowded</em></em> street.<br>在拥挤的街道上，光天化日之下竟发生了抢劫。<br><i>3</i>. He tried to squeeze himself onto the <em><em>crowded</em></em> bus.<br>他设法挤上了那辆拥挤的公共汽车。<br>",yuhui
stick together,v. 在一起,,yuhui
play a trick on,v. 捉弄,,yuhui
hang up,v. 掛電話,"v.挂断；悬挂；搁置<br><br><i>1</i>. I've got to <em><em>hang up</em></em> now.<br>我现在得挂断了。<br><i>2</i>. Carols mother told her she had talked long enough on the phone and made her <em><em>hang up</em></em>.<br>卡罗尔的母亲对她说她已谈得时间够长了,叫她挂断电话。<br><i>3</i>. She took her coat off and hung it up.<br>她脱掉大衣，挂了起来。<br><i>4</i>. The project was hung up for lack of fund.<br>工程因资金短缺而被搁置下来。<br>",yuhui
announce,v. 公佈,vt.宣布；宣告；预示；播报<br>vi.作播音员；宣布竞选<br><br><i>1</i>. I hope to <em><em>announce</em></em> the winner shortly.<br>我希望马上宣布胜利者的名字。<br><i>2</i>. The president will <em><em>announce</em></em> a momentous decision.<br>主席将宣布重要决定。<br><i>3</i>. We can go out to people and <em><em>announce</em></em> Good News.<br>我们能够走向人们，宣告天国的好消息。<br><i>4</i>. I will always <em><em>announce</em></em> my goals to the world.<br>我要常常向世人宣告我的目标。<br><i>5</i>. Cindy <em><em>announce</em></em>s four programs a week.<br>辛迪一星期担任四个节目的播音员。<br>,yuhui
out of sight,看不見,"看不见； 在视野之外<br><br><i>1</i>. The train was soon <em><em>out of sight</em></em>.<br>那火车很快就看不见了。<br><i>2</i>. I could hardly make out anything in the thick fog.<br>在浓雾中我几乎什么也看不见。<br><i>3</i>. The plane took off and ascended steadily until it was <em><em>out of sight</em></em>.<br>飞机起飞之后平稳地逐渐升空直到消失在视野之外。<br><i>4</i>. But not to worry, a Laker Girl contraption keeps that hair out of his eyes.<br>但不必担心，一个湖人女郎帮他把头发束缚在视野之外。<br>",yuhui
notice,v. 注意,"vt.注意；留心；通知<br>n.通知；注意；布告<br><br><i>1</i>. He walked so fast that he didn't <em><em>notice</em></em> his wife.<br>他走得太快了,连他夫人都没注意到。<br><i>2</i>. I <em><em>notice</em></em> you aren't quite convinced.<br>我感到你还不太相信。<br><i>3</i>. As soon as your application is approved, I will personally <em><em>notice</em></em> you.<br>核发登记证时我会通知您。<br><i>4</i>. Information maybe revised without prior <em><em>notice</em></em>.<br>数据如有修改,恕不另行通知。<br>",yuhui
in the meantime,與此同時,"与此同时； 在此期间<br><br><i>1</i>. In the meantime a ceasefire will be declared.<br>与此同时，将宣布停火。<br><i>2</i>. Meanwhile the Duchess was getting into her stride.<br>与此同时公爵夫人开始高谈阔论起来。<br><i>3</i>. In the meantime Japan's economy stagnated.<br>在此期间，日本经济停滞了。<br><i>4</i>. I want to keep away from the world while I am here.<br>在此期间我要与世隔绝。<br>",yuhui
escort,v. 護送,"n.护送者；护航舰；陪伴者；陪游；妓女<br>vt.护送；陪伴<br><br><i>1</i>. He offered to be her <em><em>escort</em></em>, but she declined it.<br>他提出护送她，但她谢绝了。<br><i>2</i>. The government provided an armed <em><em>escort</em></em> for the visiting head of State.<br>政府为到访的元首派出了武装卫队。<br><i>3</i>. He is the commander in chief of this <em><em>escort</em></em> ,and he holds great power.<br>他是这艘护航舰的总指挥，权利很大。<br><i>4</i>. The Queen's yacht had an <em><em>escort</em></em> of ten destroyers.<br>有十艘驱逐舰为女王的游艇护航.<br><i>5</i>. He will <em><em>escort</em></em> you through the forest.<br>他护送你穿过森林。<br>",yuhui
result,n. 成績,"n.结果；成果；答案；成绩；(足球比赛)赢<br>v.产生；致使<br><br><i>1</i>. These problems are the <em><em>result</em></em> of years of bad management.<br>这些问题是由于多年管理不善而造成的。<br><i>2</i>. The presumable <em><em>result</em></em> is an election defeat.<br>推测结果是竞选可能会失败。<br><i>3</i>. She looked with pride at the <em><em>result</em></em> of her work.<br>她自豪地看着自己的工作成果.<br><i>4</i>. If you cube 10, the <em><em>result</em></em> is 1000.<br>十自乘两次,结果为一千。<br><i>5</i>. If law and order break down, anarchy will <em><em>result</em></em>.<br>法治一垮，就会出现无政府状态。<br>",yuhui
renovate,v. 裝修,"vt.修理；翻新；革新；刷新<br><br><i>1</i>. They are going to <em><em>renovate</em></em> the old furniture.<br>他们准备将旧家具整修一番。<br><i>2</i>. I've decided to <em><em>renovate</em></em> the garden next year.<br>我准备明年把这座庭园修葺一下。<br><i>3</i>. We purchase your technology chiefly in order to <em><em>renovate</em></em> our old equipment.<br>我们购买你们的技术，主要是为了改造我们的旧设备。<br><i>4</i>. It cost much to <em><em>renovate</em></em> old college buildings at the University of Chang Jiang.<br>翻新长江大学的旧校舍花费很大。<br>",yuhui
we are supposed to ,我們應該,<br><br>,yuhui
campaign,n. 運動,n.运动；战役；活动；竞选运动<br>v.参加竞选；从事运动<br><br><i>1</i>. The <em><em>campaign</em></em> was a blockbuster.<br>这次竞选运动声势浩大。<br><i>2</i>. They are planning a new <em><em>campaign</em></em> against corruption.<br>他们正在策划一个新的反贪污运动。<br><i>3</i>. The <em><em>campaign</em></em> to seize the city was a failure.<br>攻占这个城市的战役失败了。<br><i>4</i>. We were outmanoeuvred and outfought throughout the winter <em><em>campaign</em></em>.<br>我们在整个冬季战役中始终不如对手。<br><i>5</i>. He announced that he would <em><em>campaign</em></em> for the senate.<br>他宣布他将参加议员竞选。<br>,yuhui
plant,n. 植物,n.植物；工厂；设备；设施<br>v.种植；设立；建立；安插；栽赃<br><br><i>1</i>. All <em><em>plant</em></em>s need water and light.<br>所有的植物都需要水和阳光。<br><i>2</i>. THe <em><em>plant</em></em> will come into bud in spring.<br>那种植物将在春天发芽。<br><i>3</i>. After that we went on a tour of the <em><em>plant</em></em>.<br>然后我们参观了工厂。<br><i>4</i>. We ordered it from a <em><em>plant</em></em> in Nanjing.<br>这是我们从南京一家工厂订购的。<br><i>5</i>. April is the time to <em><em>plant</em></em> trees.<br>四月是种树的时候。<br>,yuhui
gardener,n. 園丁,n.园丁；花匠<br><br><i>1</i>. The <em><em>gardener</em></em> pruned the dead branches.<br>园丁剪去枯枝。<br><i>2</i>. The <em><em>gardener</em></em> asked me for a rotatory lawn mower.<br>园丁向我要一台旋转式割草机。<br><i>3</i>. Our new <em><em>gardener</em></em> was a marvellous find.<br>我们找到了一个很出色的花匠。<br>,yuhui
consist of,包括,"=contain
=comprise",yuhui
laboratory,n. 實驗室,n.实验室<br><br><i>1</i>. They need one <em><em>laboratory</em></em> technician.<br>他们需要一名实验室技术员。<br><i>2</i>. The school has a large biological <em><em>laboratory</em></em>.<br>这所学校有一个很大的生物实验室。<br><i>3</i>. The product is on trial in our <em><em>laboratory</em></em>.<br>该产品正在由我们实验室做测试。<br><i>4</i>. The students will have an experiment in the <em><em>laboratory</em></em> tomorrow.<br>学生们明天要在实验室里做实验。<br>,yuhui
weekly school assembly,n. 周會,,yuhui
spacious,adj. ,寬敞,yuhui
utilise,v. 利用,vt.<英>利用<br>=utilize（美）<br><br><i>1</i>. It is hoped that in her new job her talents will be better <em><em>utilise</em></em>d than before.<br>希望在新的工作岗位上，她的才干能够得到比以往更好的发挥。<br>,yuhui
dining room,n. 飯廳,餐厅<br><br><i>1</i>. Their <em><em>dining room</em></em> is very spacious.<br>他们的餐厅很宽敞。<br>,yuhui
haunted,adj. 鬧鬼,"adj.闹鬼的；鬼魂出没的；受到困扰的<br>动词haunt的过去式和过去分词形式.<br><br><i>1</i>. I read a frightening story which took place in a <em><em>haunted</em></em> house.<br>我读了一篇可怕的故事，这个故事发生在常常闹鬼的房子里。<br><i>2</i>. The orphanage grew a dark and <em><em>haunted</em></em> place, and now none dare enter.<br>孤儿院繁衍出一个黑暗并鬼魂出没的地方，而现在没有人敢进去。<br><i>3</i>. I'm <em><em>haunted</em></em> with gloomy thoughts and sad memories.<br>我常为悲观的思想和悲痛的追念所困扰。<br><i>4</i>. She had a <em><em>haunted</em></em> look, as if she were constantly anxious or afraid.<br>她显得忧愁不堪,彷佛一直在担心害怕似的。<br>",yuhui
strange,adj. 奇怪,"adj.奇怪的；陌生的；生疏或不自在的<br><br><i>1</i>. It seemed <em><em>strange</em></em> that she would leave so early.<br>奇怪的是她竟然走的这么早。<br><i>2</i>. He had a <em><em>strange</em></em> expression on his face.<br>他脸上呈现出奇怪的表情。<br><i>3</i>. What <em><em>strange</em></em> clothes you're wearing!<br>你穿的衣服真特别!<br><i>4</i>. He stood in a <em><em>strange</em></em> street.<br>他站在一条陌生的街道上。<br>",yuhui
sick,adj. 生病,"adj.有病的；恶心的；腻烦的；晕的；令人毛骨悚然的<br>n.病人；呕吐物<br>vt.追逐；攻击；唆使<br><br><i>1</i>. He fell <em><em>sick</em></em> with malaria on a trip to Africa.<br>他在去非洲时患了疟疾。<br><i>2</i>. He put a maid in to look after his <em><em>sick</em></em> wife.<br>他雇了1名女仆来照顾她的病妻。<br><i>3</i>. You'll be <em><em>sick</em></em> if you eat any more of that candy.<br>如果你再吃那种糖果,就会感到恶心的。<br><i>4</i>. I'm <em><em>sick</em></em> of waiting around like this.<br>我讨厌透了像这样在一旁等著。<br><i>5</i>. The <em><em>sick</em></em> need special care.<br>病人需要特别护理。<br><i>6</i>. Sick'em!<br>咬他们!<br>",yuhui
